"Label","DataElementUId","CoCUid","DataSetUid","RMA Table Name","AccessDatabaseFile","AccessDBTable","AccessDBColumn","AccessColumnDescription","DataSETUID","Tab RMA DHIS2",
"PEV 1-5 ans vaccines Penta (DTC HepB Hib) 1","fMBy7BDrWw8","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","c0105a_PENTA_1","1- 5 ans 1","zVl3gPlL9HO","Tableau 11",
"PEV 1-5 ans vaccines Penta (DTC HepB Hib) 2","U4HYF1U3LKu","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","c0105a_PENTA_2","1- 5 ans 2","zVl3gPlL9HO","Tableau 11",
"PEV 1-5 ans vaccines Penta (DTC HepB Hib) 3","aiaEQIHeDVk","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","c0105a_PENTA_3","1- 5 ans 3","zVl3gPlL9HO","Tableau 11",
"PEV 1-5 ans vaccines PCV_10 1","lK30EMYXJcX","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","c0105a_PCV10_1","1- 5 ans 1","zVl3gPlL9HO","Tableau 11",
"PEV 1-5 ans vaccines PCV_10 2","FdItjmM9UBI","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","c0105a_PCV10_2","1- 5 ans 2","zVl3gPlL9HO","Tableau 11",
"PEV 1-5 ans vaccines PCV_10 3","U8kDOaQeyPL","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","c0105a_PCV10_3","1- 5 ans 3","zVl3gPlL9HO","Tableau 11",
"PEV 1-5 ans vaccines VAR","lbysAR1alx7","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","c0105a_VAR","1- 5 ans VAR","zVl3gPlL9HO","Tableau 11",
"PEV femme cibles enceinte vaccine en VAT1/TD1","i41dZJj4xcf","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","cFE_VAT1","Femmes Enceintes VAT1","zVl3gPlL9HO","Tableau 11",
"PEV femme cibles enceinte vaccine en VAT2/TD2","nebHDA8L9DL","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","cFE_VAT2","Femmes Enceintes VAT 2","zVl3gPlL9HO","Tableau 11",
"PEV femme cibles enceinte vaccine en AUTRES VAT","EDk9pw35Jsx","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","cFE_AUTVAT","Femmes Enceintes Autres VAT","zVl3gPlL9HO","Tableau 11",
"PEV femme cibles en âge de reproduction vaccine en VAT1/TD1","QC2zA6xTgKG","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","cFAR_VAT1","Femmes en âge de reproduction VAT1","zVl3gPlL9HO","Tableau 11",
"PEV femme cibles en âge de reproduction vaccine en VAT2/TD2","AKjXNMf25cC","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","cFAR_VAT2","Femmes en âge de reproduction VAT 2","zVl3gPlL9HO","Tableau 11",
"PEV femme cibles en âge de reproduction vaccine en AUTRES VAT","q5F5urBkTEq","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","cFAR_AUTVAT","Femmes en âge de reproduction Autres VAT","zVl3gPlL9HO","Tableau 11",
"PEV jeunes filles vaccinees en HPV1","Wk0guOmcSvw","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","cJF_HPV1","jeunes Filles HPV1","zVl3gPlL9HO","Tableau 11",
"PEV jeunes filles vaccinees en HPV2","RlRvWPTXwBw","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","cJF_HPV2","jeunes Filles HPV2","zVl3gPlL9HO","Tableau 11",
"PEV enfants completement vaccines avant l'age de 1 an","gAdeDY7X1eN","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","cENFCPLTVAC","Nb enfants complètements vaccinés","zVl3gPlL9HO","Tableau 11",
"PEV enfants non vaccines","ytXOGWYbFFx","HllvX50cXC0",,,,"tRM_CSB_PEV_Enfants","cENFNONVAC","Nb enfants non vaccinés","zVl3gPlL9HO","Tableau 11",
"PF NU contraceptif oraux lofemenal etmicrogynon 10 – 14 ans","M7Nwuzqqd1z","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCO_LOFEMI_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif oraux lofemenal etmicrogynon 15 – 19 ans","M7Nwuzqqd1z","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCO_LOFEMI_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif oraux lofemenal etmicrogynon 20 – 24 ans","M7Nwuzqqd1z","vgefpXLNPIU",,,,"tRM_CSB_PF","cCO_LOFEMI_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif oraux lofemenal etmicrogynon = 25 ans","M7Nwuzqqd1z","A3ODnODHr6b",,,,"tRM_CSB_PF","cCO_LOFEMI_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif oraux lofemenal et microgynon 10 – 14 ans","hpZytEmks8e","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCO_LOFEMI_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif oraux lofemenal et microgynon 15 – 19 ans","hpZytEmks8e","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCO_LOFEMI_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif oraux lofemenal et microgynon 20 – 24 ans","hpZytEmks8e","vgefpXLNPIU",,,,"tRM_CSB_PF","cCO_LOFEMI_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif oraux lofemenal et microgynon = 25 ans","hpZytEmks8e","A3ODnODHr6b",,,,"tRM_CSB_PF","cCO_LOFEMI_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif oraux lofemenal etmicrogynon 10 – 14 ans","v1KwF0PfPSd","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCO_LOFEMI_PDV_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif oraux lofemenal etmicrogynon 15 – 19 ans","v1KwF0PfPSd","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCO_LOFEMI_PDV_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif oraux lofemenal etmicrogynon 20 – 24 ans","v1KwF0PfPSd","vgefpXLNPIU",,,,"tRM_CSB_PF","cCO_LOFEMI_PDV_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif oraux lofemenal etmicrogynon = 25 ans","v1KwF0PfPSd","A3ODnODHr6b",,,,"tRM_CSB_PF","cCO_LOFEMI_PDV_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif oraux ovretteet microlut 10 – 14 ans","tBw5knPmHLM","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCO_OVMIC_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif oraux ovretteet microlut 15 – 19 ans","tBw5knPmHLM","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCO_OVMIC_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif oraux ovretteet microlut 20 – 24 ans","tBw5knPmHLM","vgefpXLNPIU",,,,"tRM_CSB_PF","cCO_OVMIC_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif oraux ovretteet microlut = 25 ans","tBw5knPmHLM","A3ODnODHr6b",,,,"tRM_CSB_PF","cCO_OVMIC_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif oraux ovrette et microlut 10 – 14 ans","QudR4ZnSSvZ","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCO_OVMIC_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif oraux ovrette et microlut 15 – 19 ans","QudR4ZnSSvZ","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCO_OVMIC_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif oraux ovrette et microlut 20 – 24 ans","QudR4ZnSSvZ","vgefpXLNPIU",,,,"tRM_CSB_PF","cCO_OVMIC_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif oraux ovrette et microlut = 25 ans","QudR4ZnSSvZ","A3ODnODHr6b",,,,"tRM_CSB_PF","cCO_OVMIC_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif oraux ovretteet microlut 10 – 14 ans","QGidTlxJal1","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCO_OVMIC_PDV_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif oraux ovretteet microlut 15 – 19 ans","QGidTlxJal1","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCO_OVMIC_PDV_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif oraux ovretteet microlut 20 – 24 ans","QGidTlxJal1","vgefpXLNPIU",,,,"tRM_CSB_PF","cCO_OVMIC_PDV_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif oraux ovretteet microlut = 25 ans","QGidTlxJal1","A3ODnODHr6b",,,,"tRM_CSB_PF","cCO_OVMIC_PDV_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif injectable  DMPA-IM 10 – 14 ans","knVBLFWN1pt","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCI_DEPO_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif injectable  DMPA-IM 15 – 19 ans","knVBLFWN1pt","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCI_DEPO_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif injectable  DMPA-IM 20 – 24 ans","knVBLFWN1pt","vgefpXLNPIU",,,,"tRM_CSB_PF","cCI_DEPO_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif injectable  DMPA-IM = 25 ans","knVBLFWN1pt","A3ODnODHr6b",,,,"tRM_CSB_PF","cCI_DEPO_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif injectable  DMPA-IM 10 – 14 ans","advYaTfEO7G","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCI_DEPO_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif injectable  DMPA-IM 15 – 19 ans","advYaTfEO7G","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCI_DEPO_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif injectable  DMPA-IM 20 – 24 ans","advYaTfEO7G","vgefpXLNPIU",,,,"tRM_CSB_PF","cCI_DEPO_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif injectable  DMPA-IM = 25 ans","advYaTfEO7G","A3ODnODHr6b",,,,"tRM_CSB_PF","cCI_DEPO_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif injectable DMPA-IM 10 – 14 ans","os2gy6mrCp9","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCI_DEPO_PDV_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif injectable DMPA-IM 15 – 19 ans","os2gy6mrCp9","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCI_DEPO_PDV_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif injectable DMPA-IM 20 – 24 ans","os2gy6mrCp9","vgefpXLNPIU",,,,"tRM_CSB_PF","cCI_DEPO_PDV_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif injectable DMPA-IM = 25 ans","os2gy6mrCp9","A3ODnODHr6b",,,,"tRM_CSB_PF","cCI_DEPO_PDV_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif injectable DMPA-SC 10 – 14 ans","a8y8sop2bS4","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCI_MEG_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif injectable DMPA-SC 15 – 19 ans","a8y8sop2bS4","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCI_MEG_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif injectable DMPA-SC 20 – 24 ans","a8y8sop2bS4","vgefpXLNPIU",,,,"tRM_CSB_PF","cCI_MEG_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU contraceptif injectable DMPA-SC = 25 ans","a8y8sop2bS4","A3ODnODHr6b",,,,"tRM_CSB_PF","cCI_MEG_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif injectable  DMPA-SC 10 – 14 ans","eg1QoO5YSah","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCI_MEG_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif injectable  DMPA-SC 15 – 19 ans","eg1QoO5YSah","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCI_MEG_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif injectable  DMPA-SC 20 – 24 ans","eg1QoO5YSah","vgefpXLNPIU",,,,"tRM_CSB_PF","cCI_MEG_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR contraceptif injectable  DMPA-SC = 25 ans","eg1QoO5YSah","A3ODnODHr6b",,,,"tRM_CSB_PF","cCI_MEG_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif injectable DMPA-SC 10 – 14 ans","PTB7u2BKQs7","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCI_MEG_PDV_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif injectable DMPA-SC 15 – 19 ans","PTB7u2BKQs7","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCI_MEG_PDV_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif injectable DMPA-SC 20 – 24 ans","PTB7u2BKQs7","vgefpXLNPIU",,,,"tRM_CSB_PF","cCI_MEG_PDV_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV contraceptif injectable DMPA-SC = 25 ans","PTB7u2BKQs7","A3ODnODHr6b",,,,"tRM_CSB_PF","cCI_MEG_PDV_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF NU spermicide vaginaux conceptrol 10 – 14 ans","yXG26RwMjpf","WKKIJGHdvDF",,,,"tRM_CSB_PF","cSPV_CONC_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF NU spermicide vaginaux conceptrol 15 – 19 ans","yXG26RwMjpf","VNJSj2JKBQB",,,,"tRM_CSB_PF","cSPV_CONC_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF NU spermicide vaginaux conceptrol 20 – 24 ans","yXG26RwMjpf","vgefpXLNPIU",,,,"tRM_CSB_PF","cSPV_CONC_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF NU spermicide vaginaux conceptrol = 25 ans","yXG26RwMjpf","A3ODnODHr6b",,,,"tRM_CSB_PF","cSPV_CONC_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR spermicide vaginaux conceptrol 10 – 14 ans","wvFtER9fByv","WKKIJGHdvDF",,,,"tRM_CSB_PF","cSPV_CONC_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR spermicide vaginaux conceptrol 15 – 19 ans","wvFtER9fByv","VNJSj2JKBQB",,,,"tRM_CSB_PF","cSPV_CONC_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR spermicide vaginaux conceptrol 20 – 24 ans","wvFtER9fByv","vgefpXLNPIU",,,,"tRM_CSB_PF","cSPV_CONC_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR spermicide vaginaux conceptrol = 25 ans","wvFtER9fByv","A3ODnODHr6b",,,,"tRM_CSB_PF","cSPV_CONC_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV spermicide vaginaux conceptrol 10 – 14 ans","kFhId8ESb2g","WKKIJGHdvDF",,,,"tRM_CSB_PF","cSPV_CONC_PDV_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV spermicide vaginaux conceptrol 15 – 19 ans","kFhId8ESb2g","VNJSj2JKBQB",,,,"tRM_CSB_PF","cSPV_CONC_PDV_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV spermicide vaginaux conceptrol 20 – 24 ans","kFhId8ESb2g","vgefpXLNPIU",,,,"tRM_CSB_PF","cSPV_CONC_PDV_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV spermicide vaginaux conceptrol = 25 ans","kFhId8ESb2g","A3ODnODHr6b",,,,"tRM_CSB_PF","cSPV_CONC_PDV_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF NU barriere preservatif masculins 10 – 14 ans","XQnxYySY2AI","WKKIJGHdvDF",,,,"tRM_CSB_PF","cBAR_M_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF NU barriere preservatif masculins 15 – 19 ans","XQnxYySY2AI","VNJSj2JKBQB",,,,"tRM_CSB_PF","cBAR_M_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF NU barriere preservatif masculins 20 – 24 ans","XQnxYySY2AI","vgefpXLNPIU",,,,"tRM_CSB_PF","cBAR_M_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF NU barriere preservatif masculins = 25 ans","XQnxYySY2AI","A3ODnODHr6b",,,,"tRM_CSB_PF","cBAR_M_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere preservatif masculins 10 – 14 ans","ZecetiEMd4J","WKKIJGHdvDF",,,,"tRM_CSB_PF","cBAR_M_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere preservatif masculins 15 – 19 ans","ZecetiEMd4J","VNJSj2JKBQB",,,,"tRM_CSB_PF","cBAR_M_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere preservatif masculins 20 – 24 ans","ZecetiEMd4J","vgefpXLNPIU",,,,"tRM_CSB_PF","cBAR_M_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere preservatif masculins = 25 ans","ZecetiEMd4J","A3ODnODHr6b",,,,"tRM_CSB_PF","cBAR_M_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere preservatif masculins 10 – 14 ans","roG3ZxFxoub","WKKIJGHdvDF",,,,"tRM_CSB_PF","cBAR_M_PDV_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere preservatif masculins 15 – 19 ans","roG3ZxFxoub","VNJSj2JKBQB",,,,"tRM_CSB_PF","cBAR_M_PDV_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere preservatif masculins 20 – 24 ans","roG3ZxFxoub","vgefpXLNPIU",,,,"tRM_CSB_PF","cBAR_M_PDV_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere preservatif masculins = 25 ans","roG3ZxFxoub","A3ODnODHr6b",,,,"tRM_CSB_PF","cBAR_M_PDV_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU barriere preservatifs feminins 10 – 14 ans","UBlZAA7kM1w","WKKIJGHdvDF",,,,"tRM_CSB_PF","cBAR_F_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU barriere preservatifs feminins 15 – 19 ans","UBlZAA7kM1w","VNJSj2JKBQB",,,,"tRM_CSB_PF","cBAR_F_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU barriere preservatifs feminins 20 – 24 ans","UBlZAA7kM1w","vgefpXLNPIU",,,,"tRM_CSB_PF","cBAR_F_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU barriere preservatifs feminins = 25 ans","UBlZAA7kM1w","A3ODnODHr6b",,,,"tRM_CSB_PF","cBAR_F_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere preservatifs feminins 10 – 14 ans","iQDAgeHOC6R","WKKIJGHdvDF",,,,"tRM_CSB_PF","cBAR_F_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere preservatifs feminins 15 – 19 ans","iQDAgeHOC6R","VNJSj2JKBQB",,,,"tRM_CSB_PF","cBAR_F_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere preservatifs feminins 20 – 24 ans","iQDAgeHOC6R","vgefpXLNPIU",,,,"tRM_CSB_PF","cBAR_F_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere preservatifs feminins = 25 ans","iQDAgeHOC6R","A3ODnODHr6b",,,,"tRM_CSB_PF","cBAR_F_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere preservatifs feminins 10 – 14 ans","xJsRtV8NTDz","WKKIJGHdvDF",,,,"tRM_CSB_PF","cBAR_F_PDV_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere preservatifs feminins 15 – 19 ans","xJsRtV8NTDz","VNJSj2JKBQB",,,,"tRM_CSB_PF","cBAR_F_PDV_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere preservatifs feminins 20 – 24 ans","xJsRtV8NTDz","vgefpXLNPIU",,,,"tRM_CSB_PF","cBAR_F_PDV_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere preservatifs feminins = 25 ans","xJsRtV8NTDz","A3ODnODHr6b",,,,"tRM_CSB_PF","cBAR_F_PDV_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU barriere DIUetCopper Tcu 380 10 – 14 ans","YrsSfpsKxWg","WKKIJGHdvDF",,,,"tRM_CSB_PF","cBAR_DIU_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU barriere DIUetCopper Tcu 380 15 – 19 ans","YrsSfpsKxWg","VNJSj2JKBQB",,,,"tRM_CSB_PF","cBAR_DIU_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU barriere DIUetCopper Tcu 380 20 – 24 ans","YrsSfpsKxWg","vgefpXLNPIU",,,,"tRM_CSB_PF","cBAR_DIU_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU barriere DIUetCopper Tcu 380 = 25 ans","YrsSfpsKxWg","A3ODnODHr6b",,,,"tRM_CSB_PF","cBAR_DIU_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere DIUetCopper Tcu 380 10 – 14 ans","mHCQCb0kYFN","WKKIJGHdvDF",,,,"tRM_CSB_PF","cBAR_DIU_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere DIUetCopper Tcu 380 15 – 19 ans","mHCQCb0kYFN","VNJSj2JKBQB",,,,"tRM_CSB_PF","cBAR_DIU_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere DIUetCopper Tcu 380 20 – 24 ans","mHCQCb0kYFN","vgefpXLNPIU",,,,"tRM_CSB_PF","cBAR_DIU_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR barriere DIUetCopper Tcu 380 = 25 ans","mHCQCb0kYFN","A3ODnODHr6b",,,,"tRM_CSB_PF","cBAR_DIU_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere DIUetCopper Tcu 380 10 – 14 ans","Krvh9YfG3xa","WKKIJGHdvDF",,,,"tRM_CSB_PF","cBAR_DIU_PDV_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere DIUetCopper Tcu 380 15 – 19 ans","Krvh9YfG3xa","VNJSj2JKBQB",,,,"tRM_CSB_PF","cBAR_DIU_PDV_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere DIUetCopper Tcu 380 20 – 24 ans","Krvh9YfG3xa","vgefpXLNPIU",,,,"tRM_CSB_PF","cBAR_DIU_PDV_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV barriere DIUetCopper Tcu 380 = 25 ans","Krvh9YfG3xa","A3ODnODHr6b",,,,"tRM_CSB_PF","cBAR_DIU_PDV_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU implants implanon N 10 – 14 ans","fo2NSZFFtBi","WKKIJGHdvDF",,,,"tRM_CSB_PF","cIPLT_IPLN_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU implants implanon N 15 – 19 ans","fo2NSZFFtBi","VNJSj2JKBQB",,,,"tRM_CSB_PF","cIPLT_IPLN_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU implants implanon N 20 – 24 ans","fo2NSZFFtBi","vgefpXLNPIU",,,,"tRM_CSB_PF","cIPLT_IPLN_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU implants implanon N = 25 ans","fo2NSZFFtBi","A3ODnODHr6b",,,,"tRM_CSB_PF","cIPLT_IPLN_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR implants implanon 10 – 14 ans","FP1B6MEHcRs","WKKIJGHdvDF",,,,"tRM_CSB_PF","cIPLT_IPLN_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR implants implanon 15 – 19 ans","FP1B6MEHcRs","VNJSj2JKBQB",,,,"tRM_CSB_PF","cIPLT_IPLN_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR implants implanon 20 – 24 ans","FP1B6MEHcRs","vgefpXLNPIU",,,,"tRM_CSB_PF","cIPLT_IPLN_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR implants implanon = 25 ans","FP1B6MEHcRs","A3ODnODHr6b",,,,"tRM_CSB_PF","cIPLT_IPLN_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV implants implanon 10 – 14 ans","ahMsAkoczd1","WKKIJGHdvDF",,,,"tRM_CSB_PF","cIPLT_IPLN_PDV_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV implants implanon 15 – 19 ans","ahMsAkoczd1","VNJSj2JKBQB",,,,"tRM_CSB_PF","cIPLT_IPLN_PDV_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV implants implanon 20 – 24 ans","ahMsAkoczd1","vgefpXLNPIU",,,,"tRM_CSB_PF","cIPLT_IPLN_PDV_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV implants implanon = 25 ans","ahMsAkoczd1","A3ODnODHr6b",,,,"tRM_CSB_PF","cIPLT_IPLN_PDV_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle collier du cycle 10 – 14 ans","Ku2NH2DNH4G","WKKIJGHdvDF",,,,"tRM_CSB_PF","cNAT_COCY_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle collier du cycle 15 – 19 ans","Ku2NH2DNH4G","VNJSj2JKBQB",,,,"tRM_CSB_PF","cNAT_COCY_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle collier du cycle 20 – 24 ans","Ku2NH2DNH4G","vgefpXLNPIU",,,,"tRM_CSB_PF","cNAT_COCY_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle collier du cycle = 25 ans","Ku2NH2DNH4G","A3ODnODHr6b",,,,"tRM_CSB_PF","cNAT_COCY_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
