"Label","DataElementUId","CoCUid","AccessDatabaseFile","AccessDBTable","Code","AccessDBColumn","AccessColumnDescription ( ","DataSetUid","Tab RMA DHIS2"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) = 60 ans, Masculin","FlBfnv0RM3L","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","TUBCONF","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) = 60 ans, Feminin","FlBfnv0RM3L","xUki4Ryejao",,"tRM_CSB_Cons_Ext","TUBCONF","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Tuberculose confirmee Bascilloscopie en Referes CSB Homme","lpGyaFNkINw","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","TUBCONF","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Tuberculose confirmee Bascilloscopie en Referes CSB Femme","lpGyaFNkINw","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","TUBCONF","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 0 –  28j, Masculin","rxIrO9dn9iK","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","LPB","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 0 –  28j, Feminin","rxIrO9dn9iK","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","LPB","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 29j – 11mois, Masculin","rxIrO9dn9iK","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","LPB","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 29j – 11mois, Feminin","rxIrO9dn9iK","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","LPB","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 1– 4 ans, Masculin","rxIrO9dn9iK","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","LPB","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 1– 4 ans, Feminin","rxIrO9dn9iK","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","LPB","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 5 – 14 ans, Masculin","rxIrO9dn9iK","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","LPB","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 5 – 14 ans, Feminin","rxIrO9dn9iK","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","LPB","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 15 –  24 ans, Masculin","rxIrO9dn9iK","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","LPB","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 15 –  24 ans, Feminin","rxIrO9dn9iK","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","LPB","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 25 – 59 ans, Masculin","rxIrO9dn9iK","o43czi6vmWy",,"tRM_CSB_Cons_Ext","LPB","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) 25 – 59 ans, Feminin","rxIrO9dn9iK","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","LPB","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) = 60 ans, Masculin","rxIrO9dn9iK","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","LPB","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Pauci Bacillaire (PB) = 60 ans, Feminin","rxIrO9dn9iK","xUki4Ryejao",,"tRM_CSB_Cons_Ext","LPB","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre Pauci Bacillaire (PB) en  Referes CSB Homme","vaQgVRrtemW","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","LPB","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre Pauci Bacillaire (PB) en  Referes CSB Femme","vaQgVRrtemW","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","LPB","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 0 –  28j, Masculin","rT2Op7CALUk","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 0 –  28j, Feminin","rT2Op7CALUk","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 29j – 11mois, Masculin","rT2Op7CALUk","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 29j – 11mois, Feminin","rT2Op7CALUk","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 1– 4 ans, Masculin","rT2Op7CALUk","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 1– 4 ans, Feminin","rT2Op7CALUk","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 5 – 14 ans, Masculin","rT2Op7CALUk","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 5 – 14 ans, Feminin","rT2Op7CALUk","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 15 –  24 ans, Masculin","rT2Op7CALUk","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 15 –  24 ans, Feminin","rT2Op7CALUk","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 25 – 59 ans, Masculin","rT2Op7CALUk","o43czi6vmWy",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB 25 – 59 ans, Feminin","rT2Op7CALUk","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB = 60 ans, Masculin","rT2Op7CALUk","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre PB Ayant infirmite degre 2 en  CSB = 60 ans, Feminin","rT2Op7CALUk","xUki4Ryejao",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en Referes CSB Homme","mr9Fdl6x227","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en Referes CSB Femme","mr9Fdl6x227","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","LPBDEG2","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 0 –  28j, Masculin","xjU7QTTgwJy","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","LMB","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 0 –  28j, Feminin","xjU7QTTgwJy","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","LMB","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 29j – 11mois, Masculin","xjU7QTTgwJy","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","LMB","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 29j – 11mois, Feminin","xjU7QTTgwJy","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","LMB","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 1– 4 ans, Masculin","xjU7QTTgwJy","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","LMB","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 1– 4 ans, Feminin","xjU7QTTgwJy","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","LMB","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 5 – 14 ans, Masculin","xjU7QTTgwJy","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","LMB","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 5 – 14 ans, Feminin","xjU7QTTgwJy","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","LMB","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 15 –  24 ans, Masculin","xjU7QTTgwJy","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","LMB","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 15 –  24 ans, Feminin","xjU7QTTgwJy","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","LMB","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 25 – 59 ans, Masculin","xjU7QTTgwJy","o43czi6vmWy",,"tRM_CSB_Cons_Ext","LMB","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) 25 – 59 ans, Feminin","xjU7QTTgwJy","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","LMB","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) = 60 ans, Masculin","xjU7QTTgwJy","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","LMB","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Lèpre Multi Bacillaire (MB) = 60 ans, Feminin","xjU7QTTgwJy","xUki4Ryejao",,"tRM_CSB_Cons_Ext","LMB","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Nouveaux cas de Lepre PB Ayant infirmite degre 2 en consultation externe Referes CSB Homme","n8AregCioEG","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","LMB","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Nouveaux cas de Lepre PB Ayant infirmite degre 2 en consultation externe Referes CSB Femme","n8AregCioEG","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","LMB","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 0 –  28j, Masculin","d7D8wGhFTLy","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 0 –  28j, Feminin","d7D8wGhFTLy","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 29j – 11mois, Masculin","d7D8wGhFTLy","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 29j – 11mois, Feminin","d7D8wGhFTLy","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 1– 4 ans, Masculin","d7D8wGhFTLy","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 1– 4 ans, Feminin","d7D8wGhFTLy","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 5 – 14 ans, Masculin","d7D8wGhFTLy","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 5 – 14 ans, Feminin","d7D8wGhFTLy","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 15 –  24 ans, Masculin","d7D8wGhFTLy","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 15 –  24 ans, Feminin","d7D8wGhFTLy","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 25 – 59 ans, Masculin","d7D8wGhFTLy","o43czi6vmWy",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB 25 – 59 ans, Feminin","d7D8wGhFTLy","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB = 60 ans, Masculin","d7D8wGhFTLy","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre MB ayant infirmite degre 2 en CSB = 60 ans, Feminin","d7D8wGhFTLy","xUki4Ryejao",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre Multi Bacillaire (MB) en  Referes CSB Homme","MJOFERYeSWR","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Lepre Multi Bacillaire (MB) en  Referes CSB Femme","MJOFERYeSWR","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","LMBDEG2","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 0 –  28j, Masculin","AzAmPSnEeuM","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","ANEMIE","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 0 –  28j, Feminin","AzAmPSnEeuM","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","ANEMIE","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 29j – 11mois, Masculin","AzAmPSnEeuM","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","ANEMIE","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 29j – 11mois, Feminin","AzAmPSnEeuM","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","ANEMIE","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 1– 4 ans, Masculin","AzAmPSnEeuM","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","ANEMIE","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 1– 4 ans, Feminin","AzAmPSnEeuM","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","ANEMIE","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 5 – 14 ans, Masculin ","AzAmPSnEeuM","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","ANEMIE","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 5 – 14 ans, Feminin","AzAmPSnEeuM","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","ANEMIE","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 15 –  24 ans, Masculin","AzAmPSnEeuM","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","ANEMIE","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 15 –  24 ans, Feminin","AzAmPSnEeuM","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","ANEMIE","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 25 – 59 ans, Masculin","AzAmPSnEeuM","o43czi6vmWy",,"tRM_CSB_Cons_Ext","ANEMIE","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie 25 – 59 ans, Feminin","AzAmPSnEeuM","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","ANEMIE","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie = 60 ans, Masculin","AzAmPSnEeuM","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","ANEMIE","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Anémie = 60 ans, Feminin","AzAmPSnEeuM","xUki4Ryejao",,"tRM_CSB_Cons_Ext","ANEMIE","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Nouveaux cas de Anemie en consultation externe Referes CSB Homme","iF7T2gGCxNS","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","ANEMIE","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Nouveaux cas de Anemie en consultation externe Referes CSB Femme","iF7T2gGCxNS","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","ANEMIE","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 0 –  28j, Masculin","GAyTjis6QQq","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 0 –  28j, Feminin","GAyTjis6QQq","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 29j – 11mois, Masculin","GAyTjis6QQq","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 29j – 11mois, Feminin","GAyTjis6QQq","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 1– 4 ans, Masculin","GAyTjis6QQq","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 1– 4 ans, Feminin","GAyTjis6QQq","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 5 – 14 ans, Masculin","GAyTjis6QQq","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 5 – 14 ans, Feminin","GAyTjis6QQq","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 15 –  24 ans, Masculin","GAyTjis6QQq","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 15 –  24 ans, Feminin","GAyTjis6QQq","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 25 – 59 ans, Masculin","GAyTjis6QQq","o43czi6vmWy",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB 25 – 59 ans, Feminin","GAyTjis6QQq","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB = 60 ans, Masculin","GAyTjis6QQq","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Anemie grave en CSB = 60 ans, Feminin","GAyTjis6QQq","xUki4Ryejao",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Nouveaux cas de Anemie grave en consultation externe Referes CSB Homme","aC4d4zfmhyO","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Nouveaux cas de Anemie grave en consultation externe Referes CSB Femme","aC4d4zfmhyO","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","ANEMGRAV","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 0 –  28j, Masculin","PQxYZSymx3l","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 0 –  28j, Feminin","PQxYZSymx3l","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 29j – 11mois, Masculin","PQxYZSymx3l","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 29j – 11mois, Feminin","PQxYZSymx3l","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 1– 4 ans, Masculin","PQxYZSymx3l","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 1– 4 ans, Feminin","PQxYZSymx3l","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 5 – 14 ans, Masculin","PQxYZSymx3l","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 5 – 14 ans, Feminin","PQxYZSymx3l","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 15 –  24 ans, Masculin","PQxYZSymx3l","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 15 –  24 ans, Feminin","PQxYZSymx3l","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 25 – 59 ans, Masculin","PQxYZSymx3l","o43czi6vmWy",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale 25 – 59 ans, Feminin","PQxYZSymx3l","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale = 60 ans, Masculin","PQxYZSymx3l","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Insuffisance pondérale = 60 ans, Feminin","PQxYZSymx3l","xUki4Ryejao",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Insuffisance ponderale en Referes CSB Homme","JMlEkcJQD1d","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Insuffisance ponderale en Referes CSB Femme","JMlEkcJQD1d","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","INSUFPOND","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 0 –  28j, Masculin","ZLsuK2zAkGB","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","MAS","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
