cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cType,cCode,c$_0028j_M,c$_0028j_F,c$_2911m_M,c$_2911m_F,c$_0104a_M,c$_0104a_F,c$_0514a_M,c$_0514a_F,c$_1524a_M,c$_1524a_F,c$_2559a_M,c$_2559a_F,c$_6099a_M,c$_6099a_F,c$_REF_M,c$_REF_F,c$_Tot_M,c$_Tot_F,c$_Tot_NC
2015,110312,110343061,05,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,PALU_S,,,,,,,,,,,,1,,,,,,1,1
2015,110312,110343061,05,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,SUSPGRIP,,,4,,3,,,2,2,1,2,2,,2,,,11,7,18
2015,110312,110343061,05,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,TXRH,,,,,1,,,1,1,,2,,,,,,4,1,5
2015,110312,110343061,05,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,05,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,110307,110343063,05,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110307,110343063,05,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110307,110343063,05,21,60,ASTH,,,,,,,,,,,,,,,,,,,
2015,110307,110343063,05,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110307,110343063,05,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,HTA,,,,,,,,,,,,2,4,5,,,4,7,11
2015,110307,110342062,05,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,OEILRNTNC,,,,,,1,,,1,,,,,,,,1,1,2
2015,110307,110342062,05,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,OTITE,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,PALU_S,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,SUSPCATA,,,,,,,,,,,,,1,,,,1,,1
2015,110307,110342062,05,21,60,SUSPDIAB,,,,,,,,,,,1,2,,,,,1,2,3
2015,110307,110342062,05,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,SUSPGRIP,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110307,110342062,05,21,60,TXRH,,,3,2,4,5,6,3,4,6,1,4,,2,,,18,22,40
2015,110307,110342062,05,21,60,TXSUSPTUB,,,,,,,,,,,1,,,,,,1,,1
2015,110307,110342062,05,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,ASTH,,,,,,,,,,,1,,,,,,1,,1
2015,110303,110343009,05,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,AUTIRA,,,,,,,1,,,,1,1,,,,,2,1,3
2015,110303,110343009,05,21,60,AUTRESNC,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,CARIES,,,,,,,,,,,,1,,,,,,1,1
2015,110303,110343009,05,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,DEFVISU,,,,,,,,1,,,,,,,,1,,1,1
2015,110303,110343009,05,21,60,DIAR,,,,,1,,,,,,,,,,,,1,,1
2015,110303,110343009,05,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,EG,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,HTA,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,OEILRNTNC,,,,1,,,,,,,1,,,,,,1,1,2
2015,110303,110343009,05,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,OTITE,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,PALU_S,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,SUSPGRIP,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,TXRH,,,1,2,,,,,1,,,1,,1,,,2,4,6
2015,110303,110343009,05,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,110303,110343009,05,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,ASTH,,,,,,,,,1,,1,1,,,,,2,1,3
2015,110307,110342030,05,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,AUTIRA,,,,,,2,1,1,,1,,1,,,,,1,5,6
2015,110307,110342030,05,21,60,AUTRESNC,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,CARIES,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,DIAR,,,,1,2,3,,1,1,,,1,1,,,,4,6,10
2015,110307,110342030,05,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,EG,,,,,,,,,2,3,,3,,,,,2,6,8
2015,110307,110342030,05,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,HTA,,,,,,,,,,,1,1,3,,,,4,1,5
2015,110307,110342030,05,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,MFEBTcc,1,,,,,,1,,,,1,3,,,,,3,3,6
2015,110307,110342030,05,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,OTITE,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,PALU_S,,,,,,,,,,,,1,,,,,,1,1
2015,110307,110342030,05,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,SUSPGRIP,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,TXRH,,,2,,2,2,3,2,1,,2,,,,,,10,4,14
2015,110307,110342030,05,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,110307,110342030,05,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,ASTH,,,,,,,,,,,1,,,,,,1,,1
2015,110307,110343026,05,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,AUTIRA,,,,,,,1,,1,2,,1,,,,,2,3,5
2015,110307,110343026,05,21,60,AUTRESNC,,1,,2,1,,1,3,4,13,8,17,1,,,,15,36,51
2015,110307,110343026,05,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,CARIES,,,,,,,2,,,2,,,,,,,2,2,4
2015,110307,110343026,05,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,DEFVISU,,,,,,,,,1,,,,,,,,1,,1
2015,110307,110343026,05,21,60,DIAR,,,,2,,5,1,,,,,,,,,,1,7,8
2015,110307,110343026,05,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,EG,,,,,,,,,,,1,,,,,,1,,1
2015,110307,110343026,05,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,HTA,,,,,,,,,,,4,1,,,,,4,1,5
2015,110307,110343026,05,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,MFEBTcc,,,,,,2,,,,1,,1,,,,,0,4,4
2015,110307,110343026,05,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,OEILRNTNC,,,,,,3,,,,,,,,,,,,3,3
2015,110307,110343026,05,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,OTITE,,,,,1,,1,,,,,1,,,,,2,1,3
2015,110307,110343026,05,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,PALU_S,,,,,,,,,1,,,,,,,,1,,1
2015,110307,110343026,05,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,PNEU,,,,,,1,,,,,,,,,,,,1,1
2015,110307,110343026,05,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,SUSPGRIP,,,1,,,1,,1,1,1,1,,,,,,3,3,6
2015,110307,110343026,05,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,TROUMENT,,,,,,,,,,,,1,,,,,,1,1
2015,110307,110343026,05,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110307,110343026,05,21,60,TXRH,,,1,3,2,3,3,1,2,2,1,1,,1,,,9,11,20
2015,110307,110343026,05,21,60,TXSUSPTUB,,,,,,,,,,,,1,,,,,,1,1
2015,110307,110343026,05,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,ASTH,,,,,,,,,,,2,1,,,,,2,1,3
2015,110307,110343058,05,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,AUTIRA,,,,,1,,1,,1,1,1,1,,,,,4,2,6
2015,110307,110343058,05,21,60,AUTRESNC,,1,1,1,1,5,5,5,4,4,12,23,1,2,,,24,41,65
2015,110307,110343058,05,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,CARIES,,,,,,,6,7,4,6,3,16,,,,,13,29,42
2015,110307,110343058,05,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,DIAR,,,,,1,2,1,,,1,,1,,,,,2,4,6
2015,110307,110343058,05,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,EG,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,EPIL,,,,,,,1,,1,,,,,,,,2,0,2
2015,110307,110343058,05,21,60,HTA,,,,,,,,,,,7,29,6,7,,,13,36,49
2015,110307,110343058,05,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,MFEBTcc,,,,,,,1,1,,,,,,,,,1,1,2
2015,110307,110343058,05,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,OTITE,,,,,,,,,,,,1,,,,,,1,1
2015,110307,110343058,05,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,PALU_S,,,,,,,,,,,2,,,,,,2,,2
2015,110307,110343058,05,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,PNEU,,,,,1,1,,,,,4,,,,,,5,1,6
2015,110307,110343058,05,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,SUSPDIAB,,,,,,,,,,,15,6,1,1,,,16,7,23
2015,110307,110343058,05,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,SUSPGRIP,,,,,1,,,2,,1,,4,1,,,,2,7,9
2015,110307,110343058,05,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,TXRH,,,3,,1,2,4,5,,,1,,1,,,,10,7,17
2015,110307,110343058,05,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,110307,110343058,05,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,ASTH,,,,,,,,,,,,1,,,,,,1,1
2015,110303,110342007,05,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,AUTIRA,,,,,,,,1,1,,1,1,,,,,2,2,4
2015,110303,110342007,05,21,60,AUTRESNC,,,,,,1,2,,1,1,15,4,1,,,,,,
2015,110303,110342007,05,21,60,AVC,,,,,,,,,,,,,,,,,0,0,0
2015,110303,110342007,05,21,60,CARIES,,,,,,,,,1,2,5,3,,,,,6,5,11
2015,110303,110342007,05,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,DIAR,,,1,,1,2,,,,,3,2,,,,,5,4,9
2015,110303,110342007,05,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,EG,,,,,,,,,,,2,1,,,,,2,1,3
2015,110303,110342007,05,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,HTA,,,,,,,,,,,5,9,1,,,,6,9,15
2015,110303,110342007,05,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110303,110342007,05,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
